1.575814665634425182e-01
1.367274345625446585e-01
1.219008999073594168e-01
1.143569280316114600e-01
9.763875612452466157e-02
1.043564330948356655e-01
1.282926482172115357e-01
1.232408322821356705e-01
8.050540943804662675e-02
